Растение (RU)	Штамм бактерии	BacDive ID	Род бактерии	Оптимальная Т (°C)	Класс опасности (BSL)	Источник изоляции	Источник базы
Горох	Heyndrickxia coagulans	655	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Niallia circulans	644	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Niallia circulans	139687	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Niallia circulans	157592	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Niallia circulans	157591	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Niallia circulans	157590	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Niallia taxi	164454	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas abyssi	159712	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas aeruginosa	159020	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas aeruginosa	161468	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas alkylphenolica	161808	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas amygdali	13051	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas atacamensis	166373	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas avellanae	13058	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas canadensis	133410	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas chlororaphis subsp. piscium	13181	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas cichorii	12817	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas citronellolis	12823	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas edaphica	166232	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas flavescens	13060	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas fluorescens	12859	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas glycinae	166380	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas graminis	131075	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas huaxiensis	164413	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas jilinensis	166137	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas laurylsulfativorans	159659	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas luteola	13047	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas luteola	13046	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas nitroreducens	146190	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas populi	140904	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas profundi	158812	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas putida	12924	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas putida	12896	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas qingdaonensis	164301	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas reidholzensis	140983	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas rhodesiae	12862	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas saliphila	166315	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas savastanoi	12932	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas savastanoi	12927	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas silesiensis	158344	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sivasensis	170903	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	13089	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	13088	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	12991	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	12990	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	13090	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	148954	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	159036	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	159035	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	159034	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	159033	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	157815	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	157814	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	157813	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	157810	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	157809	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas sp.	157808	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas syringae	13020	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas syringae	23205	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas syringae	157475	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas turukhanskensis	133231	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Горох	Pseudomonas wadenswilerensis	140982	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Bacillus cereus	171576	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Bacillus subtilis	979	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Bacillus subtilis	157307	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Bacillus thuringiensis	1031	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Bacillus velezensis	153720	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Pseudomonas chlororaphis subsp. aureofaciens	12816	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Pseudomonas donghuensis	131382	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Pseudomonas endophytica	168177	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Pseudomonas grimontii	12865	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Pseudomonas nunensis	170568	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Pseudomonas punonensis	24438	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Картофель	Pseudomonas tolaasii	13053	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Подсолнечник	Pseudomonas aeruginosa	12795	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum baldaniorum	167292	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum brasilense	146216	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum brasilense	13980	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum brasilense	13973	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum brasilense	13972	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum canadense	134232	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum largimobile	13984	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum largimobile	13983	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum lipoferum	137718	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum melinis	134169	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum picis	13999	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum rugosum	13998	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum thiophilum	14000	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Azospirillum zeae	134266	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus amyloliquefaciens	598	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus atrophaeus	1077	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cabrialesii	166294	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	628	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	624	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	623	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	605	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	171577	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	171509	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	172006	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	172116	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	172115	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cereus	172095	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus cytotoxicus	1323	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus haynesii	140691	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus inaquosorum	1289	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus licheniformis	689	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus mycoides	1153	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus nakamurai	140523	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus pseudomycoides	1151	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus pumilus	756	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus siamensis	1302	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus sonorensis	1201	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus sp.	836	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus sp.	139695	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus subtilis	1172	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus tequilensis	134164	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus tianshenii	23717	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus vallismortis	1150	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus velezensis	1310	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Bacillus wiedmannii	133012	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Heyndrickxia coagulans	650	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Niallia circulans	642	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas aeruginosa	12800	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas aeruginosa	12784	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas aeruginosa	12768	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas aeruginosa	12758	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas aeruginosa	134453	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas aeruginosa	137804	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas aeruginosa	163413	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas alcaligenes	12807	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas azotoformans	13141	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas baetica	13189	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas brassicacearum	176791	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas brassicacearum subsp. neoaurantiaca	13174	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas brenneri	13087	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas chlororaphis	13160	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas chlororaphis subsp. aureofaciens	13158	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas corrugata	13044	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas crudilactis	169712	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas cyclaminis	167286	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas extremorientalis	13091	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas fluorescens	12851	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas folii	170027	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas frederiksbergensis	13063	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas granadensis	130577	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas japonica	13165	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas jessenii	13111	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas koreensis	13097	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas lactis	140299	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas linyingensis	168024	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas lurida	13092	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas mendocina	12866	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas nitritireducens	170026	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas nitroreducens	13080	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas oryzihabitans	13048	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas pergaminensis	174705	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas plecoglossicida	13086	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas prosekii	169070	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas protegens	13154	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas proteolytica	13095	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas psychrotolerans	13105	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas putida	12871	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas resinovorans	13147	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas serbica	175992	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas serboccidentalis	175993	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176547	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176546	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176545	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176544	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176543	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176542	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176541	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176540	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176539	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176538	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176537	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176536	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176554	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176553	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176552	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas sp.	176551	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas syringae	13027	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas syringae	13026	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas syringae	13024	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas syringae	24421	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas syringae	24420	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas syringae	157454	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas thivervalensis	13066	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Пшеница	Pseudomonas triticifolii	170028	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Azospirillum isscasi	175857	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Azospirillum oryzae	134118	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Azospirillum sp.	161536	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Azospirillum sp.	161518	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Azospirillum sp.	161517	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus benzoevorans	1069	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus bingmayongensis	23663	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	622	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	137410	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	139523	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	139039	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	171860	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	171859	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	171857	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	172100	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	172096	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus cereus	172217	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus halotolerans	1847	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus infantis	1265	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus licheniformis	135707	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus mojavensis	1093	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus mycoides	745	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus paramycoides	140968	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus pumilus	751	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus subtilis	1003	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
