Растение (RU)	Штамм бактерии	BacDive ID	Род бактерии	Оптимальная Т (°C)	Класс опасности (BSL)	Источник изоляции	Источник базы
Рис	Bacillus subtilis	135900	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus thuringiensis	139229	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus timonensis	1320	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Bacillus velezensis	23706	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Niallia oryzisoli	132616	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas aeruginosa	12804	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas aeruginosa	12759	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas aeruginosa	136907	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas aeruginosa	162724	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas anguilliseptica	13061	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas antarctica	13093	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas asplenii	13049	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas beijingensis	175988	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas cremoricolorata	13109	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas entomophila	24436	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas fragi	12861	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas fulva	13126	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas gessardii	13110	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas guangdongensis	130575	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas lundensis	13017	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas majoricensis	157061	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas marginalis	12863	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas monteilii	13074	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas mosselii	13117	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzagri	170043	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164841	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164840	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164839	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164838	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164837	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164836	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164835	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164834	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164833	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164832	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164830	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas oryzihabitans	164829	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas otitidis	13113	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas palleroniana	13107	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas paraeruginosa	12760	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas parafulva	13108	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas putida	134979	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas putida	162815	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas putida	162701	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas rhizoryzae	164481	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas sagittaria	24439	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas salomonii	158046	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas saponiphila	13187	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas sp.	157811	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas sp.	173621	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas straminea	13128	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas syringae	130572	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas taetrolens	13148	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas viridiflava	13016	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рис	Pseudomonas viridiflava	24401	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рожь	Bacillus cereus	621	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рожь	Pseudomonas aeruginosa	12801	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рожь	Pseudomonas aeruginosa	12764	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рожь	Pseudomonas campi	166589	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рожь	Pseudomonas fluorescens	12852	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рожь	Pseudomonas guryensis	168167	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рожь	Pseudomonas oleovorans	12867	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рожь	Pseudomonas putida	12901	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Рожь	Pseudomonas ullengensis	167222	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus altitudinis	1263	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus benzoevorans	1071	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus benzoevorans	1068	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus cereus	625	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus cereus	172104	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus ectoiniformans	132385	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus glycinifermentans	167765	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus licheniformis	688	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus paralicheniformis	168081	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus pumilus	752	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus pumilus	757	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus safensis subsp. safensis	1264	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	966	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	965	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	1186	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	1176	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	1175	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	1173	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	1160	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	1156	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	136375	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	162758	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	162755	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	162746	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	162738	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	162736	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	162729	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	162718	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	162708	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus subtilis	162706	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Bacillus thuringiensis	1012	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas aeruginosa	24865	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas akapageensis	164624	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas aphyarum	176000	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas asturiensis	130574	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas citronellolis	12821	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas congelans	13085	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas deceptionensis	13185	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas ficuserectae	13168	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas fluorescens	12853	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas fluorescens	12846	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas fluorescens	12845	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas fluorescens	12844	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas fluorescens	12835	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas fluorescens	12834	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas fluorescens	12833	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas fontis	176002	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas frederiksbergensis	131078	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas graminis	13062	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas guineae	13161	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas haemolytica	168358	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas hydrolytica	160316	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas kribbensis	131891	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas moraviensis	159531	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas nitroreducens	13077	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas oleovorans	12868	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas oleovorans subsp. lubricantis	13179	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas poae	13083	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas psychrophila	13120	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas putida	12911	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas putida	12909	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas putida	12904	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas putida	134429	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas savastanoi	12928	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas savastanoi	134749	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas saxonica	159624	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas saxonica	159623	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas sp.	12963	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas sp.	12953	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas sp.	12952	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas sp.	12943	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas sp.	13043	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas sp.	12973	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas sp.	169279	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas syringae	13030	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas syringae	13028	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas syringae	13025	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas syringae	142734	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas syringae	150021	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas syringae	157453	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas thermotolerans	13075	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Соя	Pseudomonas trivialis	13084	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Azospirillum brasilense	138933	Azospirillum	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Bacillus pumilus	754	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Bacillus sp.	159954	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Bacillus subtilis	976	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Bacillus subtilis	135255	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Bacillus toyonensis	168280	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas brassicae	167249	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas cichorii	157422	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas coleopterorum	168067	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas laurentiana	164208	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas lijiangensis	170042	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas lutea	13114	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas moorei	13157	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas palmensis	166816	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas rhizosphaerae	13096	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas syringae	13022	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas syringae	157456	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Табак	Pseudomonas vranovensis	13150	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus cereus	171845	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus halotolerans	134137	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus halotolerans	135750	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mojavensis	1095	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132716	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132715	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132714	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132713	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132712	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132711	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132710	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132709	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132708	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132707	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132706	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132705	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus mycoides	132704	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus thuringiensis	132703	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus thuringiensis	132702	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus thuringiensis	132701	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus thuringiensis	132700	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus thuringiensis	132699	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus thuringiensis	132698	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Bacillus thuringiensis	132697	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Heyndrickxia coagulans	654	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Heyndrickxia coagulans	649	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas aeruginosa	130565	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas agarici	13059	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas allii	166666	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas corrugata	157426	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas floridensis	158761	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas fluorescens	12858	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas fluorescens	12854	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas fluorescens	141379	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas fluorescens	153803	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas mediterranea	13102	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas putida	135753	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas sp.	12879	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Томаты	Pseudomonas syringae	13040	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Bacillus cereus	136846	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Bacillus cereus	171515	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Bacillus mexicanus	175740	Bacillus	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas aeruginosa	136459	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas aeruginosa	161304	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas bijieensis	166756	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas brassicacearum	13068	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas canavaninivorans	166864	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas fluorescens	24373	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas kilonensis	13070	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas marginalis	157434	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
Фасоль	Pseudomonas nitroreducens	13076	Pseudomonas	Не указана	Проверяется	Выделен из ризосферы / тканей растения	BacDive DSMZ
