source	plant	plant_latin	bacterium	genus	evidence_type	evidence_score	condition	mechanism	reference	description
BacDive	soybean		Pseudomonas syringae	Pseudomonas	database	1.0			13030	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	soybean		Pseudomonas syringae	Pseudomonas	database	1.0			13028	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	soybean		Pseudomonas syringae	Pseudomonas	database	1.0			13025	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	soybean		Pseudomonas syringae	Pseudomonas	database	1.0			142734	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	soybean		Pseudomonas syringae	Pseudomonas	database	1.0			150021	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	soybean		Pseudomonas syringae	Pseudomonas	database	1.0			157453	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	soybean		Pseudomonas thermotolerans	Pseudomonas	database	1.0			13075	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	soybean		Pseudomonas trivialis	Pseudomonas	database	1.0			13084	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Azospirillum brasilense	Azospirillum	database	1.0			138933	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Bacillus pumilus	Bacillus	database	1.0			754	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Bacillus sp.	Bacillus	database	1.0			159954	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Bacillus subtilis	Bacillus	database	1.0			976	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Bacillus subtilis	Bacillus	database	1.0			135255	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Bacillus toyonensis	Bacillus	database	1.0			168280	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas brassicae	Pseudomonas	database	1.0			167249	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas cichorii	Pseudomonas	database	1.0			157422	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas coleopterorum	Pseudomonas	database	1.0			168067	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas laurentiana	Pseudomonas	database	1.0			164208	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas lijiangensis	Pseudomonas	database	1.0			170042	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas lutea	Pseudomonas	database	1.0			13114	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas moorei	Pseudomonas	database	1.0			13157	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas palmensis	Pseudomonas	database	1.0			166816	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas rhizosphaerae	Pseudomonas	database	1.0			13096	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas syringae	Pseudomonas	database	1.0			13022	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas syringae	Pseudomonas	database	1.0			157456	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	табак		Pseudomonas vranovensis	Pseudomonas	database	1.0			13150	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus cereus	Bacillus	database	1.0			171845	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus halotolerans	Bacillus	database	1.0			134137	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus halotolerans	Bacillus	database	1.0			135750	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mojavensis	Bacillus	database	1.0			1095	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132716	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132715	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132714	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132713	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132712	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132711	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132710	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132709	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132708	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132707	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132706	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132705	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus mycoides	Bacillus	database	1.0			132704	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus thuringiensis	Bacillus	database	1.0			132703	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus thuringiensis	Bacillus	database	1.0			132702	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus thuringiensis	Bacillus	database	1.0			132701	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus thuringiensis	Bacillus	database	1.0			132700	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus thuringiensis	Bacillus	database	1.0			132699	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus thuringiensis	Bacillus	database	1.0			132698	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Bacillus thuringiensis	Bacillus	database	1.0			132697	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Heyndrickxia coagulans	Bacillus	database	1.0			654	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Heyndrickxia coagulans	Bacillus	database	1.0			649	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas aeruginosa	Pseudomonas	database	1.0			130565	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas agarici	Pseudomonas	database	1.0			13059	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas allii	Pseudomonas	database	1.0			166666	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas corrugata	Pseudomonas	database	1.0			157426	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas floridensis	Pseudomonas	database	1.0			158761	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas fluorescens	Pseudomonas	database	1.0			12858	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas fluorescens	Pseudomonas	database	1.0			12854	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas fluorescens	Pseudomonas	database	1.0			141379	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas fluorescens	Pseudomonas	database	1.0			153803	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas mediterranea	Pseudomonas	database	1.0			13102	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas putida	Pseudomonas	database	1.0			135753	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas sp.	Pseudomonas	database	1.0			12879	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	tomato		Pseudomonas syringae	Pseudomonas	database	1.0			13040	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Bacillus cereus	Bacillus	database	1.0			136846	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Bacillus cereus	Bacillus	database	1.0			171515	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Bacillus mexicanus	Bacillus	database	1.0			175740	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas aeruginosa	Pseudomonas	database	1.0			136459	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas aeruginosa	Pseudomonas	database	1.0			161304	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas bijieensis	Pseudomonas	database	1.0			166756	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas brassicacearum	Pseudomonas	database	1.0			13068	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas canavaninivorans	Pseudomonas	database	1.0			166864	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas fluorescens	Pseudomonas	database	1.0			24373	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas kilonensis	Pseudomonas	database	1.0			13070	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas marginalis	Pseudomonas	database	1.0			157434	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas nitroreducens	Pseudomonas	database	1.0			13076	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas savastanoi	Pseudomonas	database	1.0			12931	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas savastanoi	Pseudomonas	database	1.0			12930	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas savastanoi	Pseudomonas	database	1.0			12929	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas syringae	Pseudomonas	database	1.0			13032	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas syringae	Pseudomonas	database	1.0			142732	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas syringae	Pseudomonas	database	1.0			157473	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas syringae	Pseudomonas	database	1.0			157447	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas viciae	Pseudomonas	database	1.0			167123	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas viridiflava	Pseudomonas	database	1.0			144183	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	bean		Pseudomonas viridiflava	Pseudomonas	database	1.0			157487	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	хлопок		Bacillus cereus	Bacillus	database	1.0			172151	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	хлопок		Pseudomonas aeruginosa	Pseudomonas	database	1.0			130996	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	хлопок		Pseudomonas fluorescens	Pseudomonas	database	1.0			134568	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	хлопок		Pseudomonas oryzihabitans	Pseudomonas	database	1.0			141648	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	хлопок		Pseudomonas putida	Pseudomonas	database	1.0			130999	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	хлопок		Stenotrophomonas maltophilia	Pseudomonas	database	1.0			13142	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	barley		Bacillus cereus	Bacillus	database	1.0			172105	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	barley		Bacillus subtilis	Bacillus	database	1.0			967	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	barley		Bacillus thuringiensis	Bacillus	database	1.0			1045	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	barley		Bacillus thuringiensis	Bacillus	database	1.0			1006	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	barley		Pseudomonas chlororaphis subsp. aurantiaca	Pseudomonas	database	1.0			13159	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	barley		Pseudomonas lini	Pseudomonas	database	1.0			13106	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	barley		Pseudomonas putida	Pseudomonas	database	1.0			12899	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	barley		Pseudomonas taiwanensis	Pseudomonas	database	1.0			13180	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
BacDive	barley		Pseudomonas veronii	Pseudomonas	database	1.0			13055	Выделен из ризосферы / тканей растения; BSL=Проверяется; BacDive DSMZ
PubMed	rye	Secale cereale	Cover crops	Cover	field	5.0	pathogen	not specified	10.1094/PHYTO-08-22-0291-R	Growth promotion confirmed
PubMed	rye	Secale cereale	Winter rye plants	Winter	field	5.0	pathogen	not specified	10.3389/fpls.2023.1232288	Growth promotion confirmed
PubMed	rye	Secale cereale	Cellulose nanofibrils	Cellulose	in vitro	2.0	pathogen, normal growth	not specified	10.1021/acs.biomac.9b00522	Growth promotion confirmed
PubMed	rye	Secale cereale	Celiac disease is	Celiac	in vitro	2.0	pathogen	not specified	10.3390/nu12123724	Growth promotion confirmed
PubMed	wheat	Triticum aestivum	Plant growth-promoting	Plant	greenhouse	4.0	drought, salinity, pathogen, normal growth	IAA, phosphate solubilization	10.3390/ijms24119759	Growth promotion confirmed
PubMed	wheat	Triticum aestivum	Changing climate creates	Changing	greenhouse	4.0	drought, salinity	not specified	10.1016/j.micres.2024.127895	Growth promotion confirmed
PubMed	wheat	Triticum aestivum	Microbial communities play	Microbial	in vitro	2.0	growth promotion	not specified	10.1038/s41564-025-01973-1	Growth promotion confirmed
PubMed	wheat	Triticum aestivum	Much of the	Much	in vitro	2.0	pathogen	phosphate solubilization	10.1007/s00248-023-02340-5	Growth promotion confirmed
PubMed	barley	Hordeum vulgare	Wheat and barley	Wheat	in vitro	2.0	pathogen	not specified	10.1007/s00253-023-12864-y	Growth promotion confirmed
PubMed	barley	Hordeum vulgare	On average less	On	greenhouse	4.0	pathogen	phosphate solubilization	10.3390/microorganisms9081619	Growth promotion confirmed
PubMed	barley	Hordeum vulgare	Endophytes in the	Endophytes	in vitro	2.0	pathogen	not specified	10.3389/fmicb.2022.981158	Growth promotion confirmed
PubMed	barley	Hordeum vulgare	Fusarium graminearum	Fusarium	in vitro	2.0	pathogen	not specified	10.3390/plants11151999	Growth promotion confirmed
PubMed	rice	Oryza sativa	Native core microbiomes	Native	genome-only	1.0	normal growth	IAA	10.1038/s41467-024-50685-3	Growth promotion confirmed
PubMed	rice	Oryza sativa	Plant growth-promoting	Plant	greenhouse	4.0	drought, salinity, pathogen, normal growth	IAA, phosphate solubilization	10.3390/ijms24119759	Growth promotion confirmed
PubMed	rice	Oryza sativa	Greenhouse gases	Greenhouse	greenhouse	4.0	growth promotion	not specified	10.1016/j.tplants.2024.06.006	Growth promotion confirmed
PubMed	rice	Oryza sativa	Heavy metal resistant	Heavy	in vitro	2.0	pathogen, normal growth	siderophore	10.7717/peerj.13131	Growth promotion confirmed
PubMed	pea	Pisum sativum	Extensive crop losses	Extensive	in vitro	2.0	pathogen	not specified	10.3389/fmicb.2023.1240206	Growth promotion confirmed
PubMed	pea	Pisum sativum	Although most soils	Although	in vitro	2.0	normal growth	IAA, ACC, siderophore	10.3389/fmicb.2023.1212702	Growth promotion confirmed
PubMed	pea	Pisum sativum	Drought and heavy	Drought	pot	3.0	drought	not specified	10.3390/plants11223013	Growth promotion confirmed
PubMed	pea	Pisum sativum	Tenacibaculum has been	Tenacibaculum	in vitro	2.0	pathogen	not specified	10.1021/acs.jnatprod.1c01173	Growth promotion confirmed
PubMed	tomato	Solanum lycopersicum	Bacillus spp	Bacillus	in vitro	2.0	pathogen, normal growth	IAA	10.1007/s42770-022-00874-3	Growth promotion confirmed
PubMed	tomato	Solanum lycopersicum	Disease outbreaks of	Disease	greenhouse	4.0	pathogen	not specified	10.3389/fmicb.2023.1267395	Growth promotion confirmed
PubMed	tomato	Solanum lycopersicum	Drought adversely affects	Drought	greenhouse	4.0	drought	IAA	10.3389/fpls.2023.1211210	Growth promotion confirmed
PubMed	tomato	Solanum lycopersicum	Pseudomonas syringae pv	Pseudomonas	greenhouse	4.0	pathogen	not specified	10.1007/s00253-023-12493-5	Growth promotion confirmed
PubMed	soybean	Glycine max	Plant growth-promoting	Plant	greenhouse	4.0	drought, salinity, pathogen, normal growth	IAA, phosphate solubilization	10.3390/ijms24119759	Growth promotion confirmed
PubMed	soybean	Glycine max	Nitrous oxide	Nitrous	greenhouse	4.0	growth promotion	not specified	10.3389/fmicb.2019.01943	Growth promotion confirmed
PubMed	soybean	Glycine max	Thiamin analogs	Thiamin	in vitro	2.0	growth promotion	not specified	10.2527/jas1984.593813x	Growth promotion confirmed
PubMed	soybean	Glycine max	Fusarium oxysporum	Fusarium	in vitro	2.0	pathogen	IAA, siderophore	10.3390/pathogens12020254	Growth promotion confirmed
PubMed	bean	Phaseolus vulgaris	Defensin peptide isolated	Defensin	in vitro	2.0	pathogen	not specified	10.29252/ijb.1562	Growth promotion confirmed
PubMed	bean	Phaseolus vulgaris	Pseudomonas phages are	Pseudomonas	in vitro	2.0	growth promotion	not specified	10.1016/j.jmb.2022.167799	Growth promotion confirmed
PubMed	bean	Phaseolus vulgaris	Reduced efficacy of	Reduced	in vitro	2.0	pathogen	not specified	10.1039/d0fo00046a	Growth promotion confirmed
PubMed	bean	Phaseolus vulgaris	Pseudomonas aeruginosa chronic	Pseudomonas	in vitro	2.0	growth promotion	not specified	10.1128/mSphere.00843-20	Growth promotion confirmed
PubMed	potato	Solanum tuberosum	Using chemical fungicides	Using	field	5.0	pathogen	not specified	10.1021/acs.jafc.4c06866	Growth promotion confirmed
PubMed	potato	Solanum tuberosum	Potato soft rot	Potato	greenhouse	4.0	pathogen	not specified	10.3390/antibiotics11081117	Growth promotion confirmed
PubMed	potato	Solanum tuberosum	Rhizosphere microbial communities	Rhizosphere	greenhouse	4.0	pathogen	siderophore	10.1093/femsec/fiae088	Growth promotion confirmed
PubMed	potato	Solanum tuberosum	Potato common scab	Potato	field	5.0	pathogen	not specified	10.3389/fmicb.2023.1295107	Growth promotion confirmed
PubMed	табак (nicotiana tabacum)	Nicotiana tabacum	Native core microbiomes	Native	genome-only	1.0	normal growth	IAA	10.1038/s41467-024-50685-3	Growth promotion confirmed
PubMed	табак (nicotiana tabacum)	Nicotiana tabacum	Soil sickness a	Soil	pot	3.0	pathogen	not specified	10.1038/s41598-024-61291-0	Growth promotion confirmed
PubMed	табак (nicotiana tabacum)	Nicotiana tabacum	Bladder cancer arises	Bladder	in vitro	2.0	growth promotion	not specified	10.7417/CT.2017.1984	Growth promotion confirmed
PubMed	табак (nicotiana tabacum)	Nicotiana tabacum	Agricultural pest infestation	Agricultural	genome-only	1.0	growth promotion	not specified	10.1093/jee/toaa211	Growth promotion confirmed
PubMed	sunflower	Helianthus annuus	Phenolic compounds in	Phenolic	in vitro	2.0	growth promotion	not specified	10.1016/j.crfs.2021.09.007	Growth promotion confirmed
PubMed	sunflower	Helianthus annuus	Functionalized polyhedral carboranes	Functionalized	in vitro	2.0	pathogen	not specified	10.1007/BF01361661	Growth promotion confirmed
PubMed	sunflower	Helianthus annuus	Sustainable alternatives are	Sustainable	greenhouse	4.0	salinity	IAA, ACC, phosphate solubilization	10.3934/microbiol.2024041	Growth promotion confirmed
PubMed	sunflower	Helianthus annuus	Pseudomonas putida G7	Pseudomonas	greenhouse	4.0	pathogen	not specified	10.1016/j.scitotenv.2023.161600	Growth promotion confirmed
PubMed	хлопок (gossypium)	Gossypium	Although their use	Although	in vitro	2.0	pathogen	not specified	10.3390/foods12020343	Growth promotion confirmed
PubMed	хлопок (gossypium)	Gossypium	Bee products are	Bee	in vitro	2.0	pathogen	not specified	10.3390/ijms25158034	Growth promotion confirmed
PubMed	хлопок (gossypium)	Gossypium	Agricultural pest infestation	Agricultural	genome-only	1.0	growth promotion	not specified	10.1093/jee/toaa211	Growth promotion confirmed
PubMed	хлопок (gossypium)	Gossypium	Cotton is highly	Cotton	greenhouse	4.0	normal growth	not specified	10.3390/microorganisms12071474	Growth promotion confirmed
GloBI	pea	Pisum sativum	Bacillus cereus	Bacillus	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Bacillus megaterium	Bacillus	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Bradyrhizobium elkanii	Bradyrhizobium	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Bradyrhizobium japonicum	Bradyrhizobium	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Enterobacter cloacae	Enterobacter	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Pantoea agglomerans	Pantoea	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Pseudomonas aeruginosa	Pseudomonas	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Pseudomonas chlororaphis	Pseudomonas	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Pseudomonas fluorescens	Pseudomonas	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Pseudomonas mandelii	Pseudomonas	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Pseudomonas putida	Pseudomonas	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Pseudomonas synxantha	Pseudomonas	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Pseudomonas syringae	Pseudomonas	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Pseudomonas viridiflava	Pseudomonas	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Rhizobium giardinii	Rhizobium	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Rhizobium leguminosarum	Rhizobium	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Rhizobium pisi	Rhizobium	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	pea	Pisum sativum	Serratia marcescens	Serratia	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Azotobacter vinelandii	Azotobacter	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Bacillus pumilus	Bacillus	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Bacillus subtilis	Bacillus	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Burkholderia tropica	Burkholderia	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Burkholderia xenovorans	Burkholderia	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Pantoea agglomerans	Pantoea	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Pseudomonas corrugata	Pseudomonas	association	1.0		interactsWith	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Pseudomonas iodinum	Pseudomonas	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Pseudomonas putida	Pseudomonas	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Pseudomonas syringae	Pseudomonas	association	1.0		interactsWith	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Pseudomonas syringae pv. tomato	Pseudomonas	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Pseudomonas vesicatoria	Pseudomonas	association	1.0		hasPathogen	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Pseudomonas viridiflava	Pseudomonas	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Serratia rubidaea	Serratia	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	potato	Solanum tuberosum	Streptomyces griseus	Streptomyces	association	1.0		hasHost	GloBI Database	plant-bacteria association database record
GloBI	sunflower	Helianthus annuus	Pseudomonas syringae	Pseudomonas	association	1.0		pathogenOf	GloBI Database	plant-bacteria association database record
GloBI	wheat	Triticum aestivum	Azospirillum brasilense	Azospirillum	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	wheat	Triticum aestivum	Azospirillum lipoferum	Azospirillum	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	wheat	Triticum aestivum	Azospirillum zeae	Azospirillum	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	wheat	Triticum aestivum	Bacillus cereus	Bacillus	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	wheat	Triticum aestivum	Bacillus coagulans	Bacillus	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
GloBI	wheat	Triticum aestivum	Bacillus megaterium	Bacillus	association	1.0		hostOf	GloBI Database	plant-bacteria association database record
